"","Gene","Event","No_of_Events","Sample"
"33053","PRC1","SE",1,"Human (Fetal)"
"33054","PRCC","SE",1,"Human (Fetal)"
"33055","PRDM10","SE",1,"Human (Fetal)"
"33056","PREB","SE",1,"Human (Fetal)"
"33057","PREPL","SE",2,"Human (Fetal)"
"33058","PRKAB1","SE",2,"Human (Fetal)"
"33059","PRKAG1","SE",1,"Human (Fetal)"
"33060","PRMT1","SE",1,"Human (Fetal)"
"33061","PRMT2","SE",1,"Human (Fetal)"
"33062","PRPF40A","SE",1,"Human (Fetal)"
"33063","PRPF6","SE",1,"Human (Fetal)"
"33064","PRPSAP1","SE",1,"Human (Fetal)"
"33065","PRPSAP2","SE",2,"Human (Fetal)"
"33066","PRR14","SE",2,"Human (Fetal)"
"33067","PSAT1","SE",1,"Human (Fetal)"
"33068","PSEN1","SE",1,"Human (Fetal)"
"33069","PSMC5","SE",1,"Human (Fetal)"
"33070","PSMD10","SE",1,"Human (Fetal)"
"33071","PSMD2","SE",1,"Human (Fetal)"
"33072","PSMD6","SE",1,"Human (Fetal)"
"33073","PTBP1","SE",1,"Human (Fetal)"
"33074","PTCD3","SE",1,"Human (Fetal)"
"33075","PTGES2","SE",1,"Human (Fetal)"
"33076","PTGES3","SE",1,"Human (Fetal)"
"33077","PTGR2","SE",1,"Human (Fetal)"
"33078","PTK2","SE",3,"Human (Fetal)"
"33079","PTMA","SE",1,"Human (Fetal)"
"33080","PTPMT1","SE",1,"Human (Fetal)"
"33081","PTPN5","SE",3,"Human (Fetal)"
"33082","PTPRA","SE",2,"Human (Fetal)"
"33083","PTPRF","SE",6,"Human (Fetal)"
"33084","PTPRO","SE",1,"Human (Fetal)"
"33085","PTPRS","SE",1,"Human (Fetal)"
"33086","PTPRZ1","SE",2,"Human (Fetal)"
"33087","PUF60","SE",3,"Human (Fetal)"
"33088","PUM1","SE",1,"Human (Fetal)"
"33089","PWWP2A","SE",1,"Human (Fetal)"
"33090","PWWP3A","SE",1,"Human (Fetal)"
"33091","PXK","SE",1,"Human (Fetal)"
"33092","PXYLP1","SE",1,"Human (Fetal)"
"33093","PYCR1","MX",1,"Human (Fetal)"
"33094","PYCR1","SE",2,"Human (Fetal)"
"33095","QARS","SE",1,"Human (Fetal)"
"33096","RAB10","SE",1,"Human (Fetal)"
"33097","RAB1A","SE",1,"Human (Fetal)"
"33098","RAB1B","SE",1,"Human (Fetal)"
"33099","RAB28","SE",1,"Human (Fetal)"
"33100","RAB35","SE",1,"Human (Fetal)"
"33101","RAB3GAP1","SE",1,"Human (Fetal)"
"33102","RAB40C","SE",3,"Human (Fetal)"
"33103","RAB5C","SE",1,"Human (Fetal)"
"33104","RABGAP1","SE",1,"Human (Fetal)"
"33105","RABL2A","SE",2,"Human (Fetal)"
"33106","RABL2B","SE",2,"Human (Fetal)"
"33107","RACGAP1","SE",1,"Human (Fetal)"
"33108","RACK1","SE",1,"Human (Fetal)"
"33109","RAD1","SE",1,"Human (Fetal)"
"33110","RAD54L2","SE",1,"Human (Fetal)"
"33111","RAF1","SE",1,"Human (Fetal)"
"33112","RAI14","SE",1,"Human (Fetal)"
"33113","RALB","SE",1,"Human (Fetal)"
"33114","RALY","SE",2,"Human (Fetal)"
"33115","RAN","SE",1,"Human (Fetal)"
"33116","RANBP3","MX",1,"Human (Fetal)"
"33117","RANGAP1","SE",1,"Human (Fetal)"
"33118","RAP1GAP","SE",1,"Human (Fetal)"
"33119","RAP1GDS1","SE",2,"Human (Fetal)"
"33120","RARS2","SE",1,"Human (Fetal)"
"33121","RASA4","SE",1,"Human (Fetal)"
"33122","RASSF2","SE",1,"Human (Fetal)"
"33123","RASSF4","SE",1,"Human (Fetal)"
"33124","RB1CC1","SE",1,"Human (Fetal)"
"33125","RBBP4","MX",1,"Human (Fetal)"
"33126","RBBP4","SE",2,"Human (Fetal)"
"33127","RBBP9","SE",1,"Human (Fetal)"
"33128","RBFOX1","SE",1,"Human (Fetal)"
"33129","RBFOX2","SE",2,"Human (Fetal)"
"33130","RBFOX3","SE",2,"Human (Fetal)"
"33131","RBM23","SE",2,"Human (Fetal)"
"33132","RBM25","SE",1,"Human (Fetal)"
"33133","RBM3","SE",1,"Human (Fetal)"
"33134","RBM39","SE",2,"Human (Fetal)"
"33135","RBM4B","SE",2,"Human (Fetal)"
"33136","RBM5","SE",3,"Human (Fetal)"
"33137","RBMX","SE",2,"Human (Fetal)"
"33138","RBPJ","SE",1,"Human (Fetal)"
"33139","RC3H2","SE",2,"Human (Fetal)"
"33140","RCC1","SE",1,"Human (Fetal)"
"33141","RDH11","SE",1,"Human (Fetal)"
"33142","REC8","MX",1,"Human (Fetal)"
"33143","REPIN1","SE",1,"Human (Fetal)"
"33144","REPS1","SE",2,"Human (Fetal)"
"33145","RFC2","SE",1,"Human (Fetal)"
"33146","RGS11","SE",1,"Human (Fetal)"
"33147","RGS12","SE",1,"Human (Fetal)"
"33148","RHBDD2","SE",1,"Human (Fetal)"
"33149","RHOC","SE",1,"Human (Fetal)"
"33150","RHOT1","MX",1,"Human (Fetal)"
"33151","RHOT1","SE",2,"Human (Fetal)"
"33152","RHOT2","SE",2,"Human (Fetal)"
"33153","RIC8B","SE",3,"Human (Fetal)"
"33154","RIMKLA","SE",1,"Human (Fetal)"
"33155","RIMKLB","SE",1,"Human (Fetal)"
"33156","RIOK3","SE",1,"Human (Fetal)"
"33157","RMC1","SE",1,"Human (Fetal)"
"33158","RNF10","MX",1,"Human (Fetal)"
"33159","RNF10","SE",4,"Human (Fetal)"
"33160","RNF115","SE",1,"Human (Fetal)"
"33161","RNF14","SE",1,"Human (Fetal)"
"33162","RNF146","SE",2,"Human (Fetal)"
"33163","RNF180","SE",1,"Human (Fetal)"
"33164","RNF182","SE",1,"Human (Fetal)"
"33165","RNF185","MX",1,"Human (Fetal)"
"33166","RNF185","SE",3,"Human (Fetal)"
"33167","RNF216P1","SE",1,"Human (Fetal)"
"33168","RNF34","SE",1,"Human (Fetal)"
"33169","RNF38","SE",1,"Human (Fetal)"
"33170","RNF4","SE",3,"Human (Fetal)"
"33171","RNF8","SE",1,"Human (Fetal)"
"33172","RNFT1","SE",1,"Human (Fetal)"
"33173","RNMT","SE",1,"Human (Fetal)"
"33174","RNPEP","SE",1,"Human (Fetal)"
"33175","RNPS1","SE",1,"Human (Fetal)"
"33176","RO60","MX",1,"Human (Fetal)"
"33177","RO60","SE",5,"Human (Fetal)"
"33178","ROBO1","SE",1,"Human (Fetal)"
"33179","ROBO2","SE",1,"Human (Fetal)"
"33180","ROGDI","SE",1,"Human (Fetal)"
"33181","RPA1","SE",1,"Human (Fetal)"
"33182","RPE","SE",1,"Human (Fetal)"
"33183","RPL18A","SE",1,"Human (Fetal)"
"33184","RPL7L1","SE",3,"Human (Fetal)"
"33185","RPLP0","SE",1,"Human (Fetal)"
"33186","RPN2","SE",1,"Human (Fetal)"
"33187","RPP14","SE",1,"Human (Fetal)"
"33188","RPRD1A","SE",1,"Human (Fetal)"
"33189","RPRD2","SE",1,"Human (Fetal)"
"33190","RPS3A","SE",2,"Human (Fetal)"
"33191","RPS6KB2","SE",3,"Human (Fetal)"
"33192","RPS6KC1","SE",2,"Human (Fetal)"
"33193","RRAGB","SE",1,"Human (Fetal)"
"33194","RRN3","SE",1,"Human (Fetal)"
"33195","RSPH3","SE",1,"Human (Fetal)"
"33196","RSRC2","SE",1,"Human (Fetal)"
"33197","RSRP1","SE",1,"Human (Fetal)"
"33198","RSU1","SE",1,"Human (Fetal)"
"33199","RTN1","SE",1,"Human (Fetal)"
"33200","RTN2","SE",1,"Human (Fetal)"
"33201","RTN3","MX",1,"Human (Fetal)"
"33202","RTN3","SE",6,"Human (Fetal)"
"33203","RTN4","SE",3,"Human (Fetal)"
"33204","RUFY1","SE",2,"Human (Fetal)"
"33205","RUFY2","MX",1,"Human (Fetal)"
"33206","RUFY2","SE",4,"Human (Fetal)"
"33207","RUFY3","SE",1,"Human (Fetal)"
"33208","RUNDC3B","MX",1,"Human (Fetal)"
"33209","RUNDC3B","SE",3,"Human (Fetal)"
"33210","RUNX1T1","MX",2,"Human (Fetal)"
"33211","RUNX1T1","SE",8,"Human (Fetal)"
"33212","SAAL1","SE",1,"Human (Fetal)"
"33213","SAE1","SE",1,"Human (Fetal)"
"33214","SAFB2","SE",1,"Human (Fetal)"
"33215","SAMD10","SE",3,"Human (Fetal)"
"33216","SAMD14","SE",2,"Human (Fetal)"
"33217","SAMD4B","SE",1,"Human (Fetal)"
"33218","SARAF","SE",1,"Human (Fetal)"
"33219","SARNP","SE",1,"Human (Fetal)"
"33220","SARS","SE",1,"Human (Fetal)"
"33221","SBF1","SE",1,"Human (Fetal)"
"33222","SCAMP1","SE",1,"Human (Fetal)"
"33223","SCAMP5","SE",1,"Human (Fetal)"
"33224","SCARB1","SE",2,"Human (Fetal)"
"33225","SCFD1","SE",1,"Human (Fetal)"
"33226","SCG3","SE",1,"Human (Fetal)"
"33227","SCMH1","MX",1,"Human (Fetal)"
"33228","SCMH1","SE",6,"Human (Fetal)"
"33229","SCN3A","MX",1,"Human (Fetal)"
"33230","SCOC","SE",1,"Human (Fetal)"
"33231","SCRN1","SE",1,"Human (Fetal)"
"33232","SCYL2","SE",1,"Human (Fetal)"
"33233","SDAD1","SE",1,"Human (Fetal)"
"33234","SDHA","SE",1,"Human (Fetal)"
"33235","SDR39U1","SE",1,"Human (Fetal)"
"33236","SEC11C","SE",1,"Human (Fetal)"
"33237","SEC24B","SE",1,"Human (Fetal)"
"33238","SEC24C","SE",2,"Human (Fetal)"
"33239","SEC31A","MX",1,"Human (Fetal)"
"33240","SEC31A","SE",4,"Human (Fetal)"
"33241","SEC62","SE",1,"Human (Fetal)"
"33242","SEC63","SE",1,"Human (Fetal)"
"33243","SEMA3A","SE",1,"Human (Fetal)"
"33244","SEMA3C","SE",1,"Human (Fetal)"
"33245","SEMA4A","SE",2,"Human (Fetal)"
"33246","SEMA5B","SE",1,"Human (Fetal)"
"33247","SEMA6A","SE",2,"Human (Fetal)"
"33248","SENP7","SE",1,"Human (Fetal)"
"33249","SEPT2","MX",3,"Human (Fetal)"
"33250","SEPT2","SE",7,"Human (Fetal)"
"33251","SEPT3","MX",1,"Human (Fetal)"
"33252","SEPT3","SE",2,"Human (Fetal)"
"33253","SEPT7","SE",2,"Human (Fetal)"
"33254","SEPT7P2","SE",1,"Human (Fetal)"
"33255","SERGEF","SE",2,"Human (Fetal)"
"33256","SERPING1","SE",1,"Human (Fetal)"
"33257","SETD5","SE",1,"Human (Fetal)"
"33258","SETMAR","SE",1,"Human (Fetal)"
"33259","SEZ6","SE",1,"Human (Fetal)"
"33260","SEZ6L2","SE",1,"Human (Fetal)"
"33261","SF1","SE",3,"Human (Fetal)"
"33262","SF3B1","SE",3,"Human (Fetal)"
"33263","SF3B3","SE",2,"Human (Fetal)"
"33264","SGCB","SE",1,"Human (Fetal)"
"33265","SGCE","SE",2,"Human (Fetal)"
"33266","SGK3","SE",1,"Human (Fetal)"
"33267","SGPP1","SE",1,"Human (Fetal)"
"33268","SGSM3","SE",2,"Human (Fetal)"
"33269","SH2B1","SE",2,"Human (Fetal)"
"33270","SH3BP5","SE",1,"Human (Fetal)"
"33271","SH3GL1","SE",1,"Human (Fetal)"
"33272","SH3GL3","SE",2,"Human (Fetal)"
"33273","SH3GLB2","SE",3,"Human (Fetal)"
"33274","SHMT2","SE",1,"Human (Fetal)"
"33275","SHOC2","SE",1,"Human (Fetal)"
"33276","SINHCAF","SE",1,"Human (Fetal)"
"33277","SIRT2","MX",1,"Human (Fetal)"
"33278","SIRT2","SE",5,"Human (Fetal)"
"33279","SIRT7","SE",1,"Human (Fetal)"
"33280","SKA2","MX",1,"Human (Fetal)"
"33281","SKA2","SE",5,"Human (Fetal)"
"33282","SLA","SE",2,"Human (Fetal)"
"33283","SLAIN1","SE",1,"Human (Fetal)"
"33284","SLBP","SE",1,"Human (Fetal)"
"33285","SLC18B1","SE",1,"Human (Fetal)"
"33286","SLC1A3","SE",3,"Human (Fetal)"
"33287","SLC22A17","MX",1,"Human (Fetal)"
"33288","SLC22A17","SE",4,"Human (Fetal)"
"33289","SLC25A11","SE",1,"Human (Fetal)"
"33290","SLC25A14","SE",1,"Human (Fetal)"
"33291","SLC25A19","MX",1,"Human (Fetal)"
"33292","SLC25A25","SE",1,"Human (Fetal)"
"33293","SLC25A29","SE",4,"Human (Fetal)"
"33294","SLC25A36","SE",1,"Human (Fetal)"
"33295","SLC25A6","SE",1,"Human (Fetal)"
"33296","SLC30A9","SE",1,"Human (Fetal)"
"33297","SLC35A1","SE",2,"Human (Fetal)"
"33298","SLC35B2","SE",1,"Human (Fetal)"
"33299","SLC35E2A","SE",1,"Human (Fetal)"
"33300","SLC35E2B","SE",1,"Human (Fetal)"
"33301","SLC37A3","SE",1,"Human (Fetal)"
"33302","SLC37A4","SE",1,"Human (Fetal)"
"33303","SLC38A1","SE",3,"Human (Fetal)"
"33304","SLC38A2","SE",1,"Human (Fetal)"
"33305","SLC38A3","SE",1,"Human (Fetal)"
"33306","SLC39A6","SE",1,"Human (Fetal)"
"33307","SLC3A2","SE",3,"Human (Fetal)"
"33308","SLC40A1","SE",1,"Human (Fetal)"
"33309","SLC43A3","SE",1,"Human (Fetal)"
"33310","SLC44A1","SE",1,"Human (Fetal)"
"33311","SLC44A2","SE",1,"Human (Fetal)"
"33312","SLC4A7","SE",1,"Human (Fetal)"
"33313","SLTM","SE",1,"Human (Fetal)"
"33314","SMAD2","SE",2,"Human (Fetal)"
"33315","SMARCA4","SE",1,"Human (Fetal)"
"33316","SMARCC1","SE",1,"Human (Fetal)"
"33317","SMARCC2","SE",2,"Human (Fetal)"
"33318","SMARCD1","SE",1,"Human (Fetal)"
"33319","SMARCD3","SE",1,"Human (Fetal)"
"33320","SMARCE1","SE",2,"Human (Fetal)"
"33321","SMG7","SE",2,"Human (Fetal)"
"33322","SMIM8","SE",1,"Human (Fetal)"
"33323","SMPD4","SE",1,"Human (Fetal)"
"33324","SNAP23","SE",1,"Human (Fetal)"
"33325","SNAP25","SE",1,"Human (Fetal)"
"33326","SNAP29","SE",1,"Human (Fetal)"
"33327","SNAP47","SE",1,"Human (Fetal)"
"33328","SNAP91","SE",1,"Human (Fetal)"
"33329","SNCAIP","SE",1,"Human (Fetal)"
"33330","SNCB","SE",2,"Human (Fetal)"
"33331","SNHG16","SE",1,"Human (Fetal)"
"33332","SNHG29","SE",3,"Human (Fetal)"
"33333","SNRK","SE",1,"Human (Fetal)"
"33334","SNRNP70","SE",2,"Human (Fetal)"
"33335","SNRPA1","SE",1,"Human (Fetal)"
"33336","SNRPN","SE",3,"Human (Fetal)"
"33337","SNW1","SE",1,"Human (Fetal)"
"33338","SNX1","SE",1,"Human (Fetal)"
"33339","SNX10","SE",1,"Human (Fetal)"
"33340","SNX2","SE",1,"Human (Fetal)"
"33341","SNX4","SE",2,"Human (Fetal)"
"33342","SNX6","MX",1,"Human (Fetal)"
"33343","SNX6","SE",2,"Human (Fetal)"
"33344","SNX7","SE",1,"Human (Fetal)"
"33345","SOCS7","SE",1,"Human (Fetal)"
"33346","SORBS1","SE",1,"Human (Fetal)"
"33347","SOX1-OT","SE",1,"Human (Fetal)"
"33348","SOX2-OT","SE",1,"Human (Fetal)"
"33349","SP2","MX",1,"Human (Fetal)"
"33350","SP2","SE",2,"Human (Fetal)"
"33351","SPAG9","SE",1,"Human (Fetal)"
"33352","SPATS2","SE",1,"Human (Fetal)"
"33353","SPATS2L","SE",1,"Human (Fetal)"
"33354","SPECC1","SE",1,"Human (Fetal)"
"33355","SPECC1L","SE",1,"Human (Fetal)"
"33356","SPG21","SE",1,"Human (Fetal)"
"33357","SPHKAP","SE",1,"Human (Fetal)"
"33358","SPIDR","SE",1,"Human (Fetal)"
"33359","SPIN1","SE",2,"Human (Fetal)"
"33360","SPNS1","SE",1,"Human (Fetal)"
"33361","SPOP","MX",1,"Human (Fetal)"
"33362","SPOP","SE",4,"Human (Fetal)"
"33363","SPOUT1","SE",1,"Human (Fetal)"
"33364","SPP1","SE",1,"Human (Fetal)"
"33365","SPTAN1","SE",1,"Human (Fetal)"
"33366","SQSTM1","SE",1,"Human (Fetal)"
"33367","SRP19","SE",1,"Human (Fetal)"
"33368","SRP72","SE",1,"Human (Fetal)"
"33369","SRP9","SE",1,"Human (Fetal)"
"33370","SRPK2","SE",1,"Human (Fetal)"
"33371","SRRM1","SE",1,"Human (Fetal)"
"33372","SRRT","SE",2,"Human (Fetal)"
"33373","SRSF11","SE",1,"Human (Fetal)"
"33374","SRSF2","SE",1,"Human (Fetal)"
"33375","SRSF3","SE",1,"Human (Fetal)"
"33376","SRSF7","SE",2,"Human (Fetal)"
"33377","SSBP2","SE",1,"Human (Fetal)"
"33378","SSBP4","SE",1,"Human (Fetal)"
"33379","SSR1","SE",1,"Human (Fetal)"
"33380","SSX2IP","SE",1,"Human (Fetal)"
"33381","ST3GAL1","SE",1,"Human (Fetal)"
"33382","ST3GAL3","SE",3,"Human (Fetal)"
"33383","ST3GAL5","SE",1,"Human (Fetal)"
"33384","ST6GALNAC6","SE",1,"Human (Fetal)"
"33385","ST7","SE",2,"Human (Fetal)"
"33386","ST8SIA2","SE",1,"Human (Fetal)"
"33387","STAG2","SE",1,"Human (Fetal)"
"33388","STARD3NL","SE",1,"Human (Fetal)"
"33389","STAU1","SE",2,"Human (Fetal)"
"33390","STAU2","SE",2,"Human (Fetal)"
"33391","STK25","SE",1,"Human (Fetal)"
"33392","STK32B","SE",1,"Human (Fetal)"
"33393","STMN1","SE",1,"Human (Fetal)"
"33394","STMN4","SE",2,"Human (Fetal)"
"33395","STOML1","SE",2,"Human (Fetal)"
"33396","STRADB","SE",1,"Human (Fetal)"
"33397","STRAP","SE",1,"Human (Fetal)"
"33398","STRBP","SE",2,"Human (Fetal)"
"33399","STRIP1","SE",1,"Human (Fetal)"
"33400","STRN4","SE",1,"Human (Fetal)"
"33401","STT3A","SE",1,"Human (Fetal)"
"33402","STX2","SE",1,"Human (Fetal)"
"33403","STX3","MX",1,"Human (Fetal)"
"33404","STX3","SE",1,"Human (Fetal)"
"33405","STX7","SE",1,"Human (Fetal)"
"33406","STXBP1","SE",1,"Human (Fetal)"
"33407","SUCLA2","SE",1,"Human (Fetal)"
"33408","SUCO","SE",1,"Human (Fetal)"
"33409","SUGP2","SE",1,"Human (Fetal)"
"33410","SULT4A1","SE",1,"Human (Fetal)"
"33411","SUMF1","SE",1,"Human (Fetal)"
"33412","SUMF2","MX",1,"Human (Fetal)"
"33413","SUMF2","SE",3,"Human (Fetal)"
"33414","SUN1","SE",5,"Human (Fetal)"
"33415","SUPT20H","SE",2,"Human (Fetal)"
"33416","SUPT5H","SE",1,"Human (Fetal)"
"33417","SUPV3L1","SE",2,"Human (Fetal)"
"33418","SYBU","SE",3,"Human (Fetal)"
"33419","SYNCRIP","SE",1,"Human (Fetal)"
"33420","SYNDIG1","SE",1,"Human (Fetal)"
"33421","SYNE2","SE",1,"Human (Fetal)"
"33422","SYNGR2","SE",1,"Human (Fetal)"
"33423","SYT4","SE",1,"Human (Fetal)"
"33424","TAF6","SE",3,"Human (Fetal)"
"33425","TAOK3","SE",1,"Human (Fetal)"
"33426","TATDN3","SE",1,"Human (Fetal)"
"33427","TAZ","SE",2,"Human (Fetal)"
"33428","TBC1D10A","SE",1,"Human (Fetal)"
"33429","TBC1D14","SE",2,"Human (Fetal)"
"33430","TBC1D22B","SE",2,"Human (Fetal)"
"33431","TBC1D23","SE",1,"Human (Fetal)"
"33432","TBC1D25","SE",1,"Human (Fetal)"
"33433","TBC1D9B","SE",1,"Human (Fetal)"
"33434","TBCD","SE",1,"Human (Fetal)"
"33435","TCEA1","SE",2,"Human (Fetal)"
"33436","TCERG1","SE",3,"Human (Fetal)"
"33437","TCF12","SE",1,"Human (Fetal)"
"33438","TCF25","SE",1,"Human (Fetal)"
"33439","TCF4","SE",2,"Human (Fetal)"
"33440","TCP1","SE",1,"Human (Fetal)"
"33441","TDG","SE",1,"Human (Fetal)"
"33442","TDP1","SE",1,"Human (Fetal)"
"33443","TDRD7","SE",1,"Human (Fetal)"
"33444","TEAD2","SE",1,"Human (Fetal)"
"33445","TEPSIN","SE",1,"Human (Fetal)"
"33446","TERF1","SE",1,"Human (Fetal)"
"33447","TEX261","SE",1,"Human (Fetal)"
"33448","TEX264","SE",1,"Human (Fetal)"
"33449","TFDP1","SE",4,"Human (Fetal)"
"33450","TFG","SE",2,"Human (Fetal)"
"33451","TFIP11","SE",1,"Human (Fetal)"
"33452","TFPI","SE",1,"Human (Fetal)"
"33453","TGFBR1","SE",1,"Human (Fetal)"
"33454","THAP9-AS1","SE",2,"Human (Fetal)"
"33455","THOC5","SE",1,"Human (Fetal)"
"33456","THRA","SE",1,"Human (Fetal)"
"33457","TIA1","SE",1,"Human (Fetal)"
"33458","TIMM17A","SE",1,"Human (Fetal)"
"33459","TM2D3","SE",1,"Human (Fetal)"
"33460","TM7SF3","SE",2,"Human (Fetal)"
"33461","TMBIM6","SE",1,"Human (Fetal)"
"33462","TMED2","SE",1,"Human (Fetal)"
"33463","TMED5","SE",1,"Human (Fetal)"
"33464","TMEM108","SE",1,"Human (Fetal)"
"33465","TMEM11","SE",1,"Human (Fetal)"
"33466","TMEM120A","SE",1,"Human (Fetal)"
"33467","TMEM132A","SE",1,"Human (Fetal)"
"33468","TMEM14B","SE",1,"Human (Fetal)"
"33469","TMEM159","SE",1,"Human (Fetal)"
"33470","TMEM161A","SE",1,"Human (Fetal)"
"33471","TMEM165","SE",1,"Human (Fetal)"
"33472","TMEM167A","SE",1,"Human (Fetal)"
"33473","TMEM167B","SE",1,"Human (Fetal)"
"33474","TMEM168","SE",1,"Human (Fetal)"
"33475","TMEM170A","SE",1,"Human (Fetal)"
"33476","TMEM183A","SE",2,"Human (Fetal)"
"33477","TMEM184B","SE",1,"Human (Fetal)"
"33478","TMEM185A","SE",2,"Human (Fetal)"
"33479","TMEM230","SE",1,"Human (Fetal)"
"33480","TMEM241","SE",1,"Human (Fetal)"
"33481","TMEM245","SE",1,"Human (Fetal)"
"33482","TMEM25","SE",1,"Human (Fetal)"
"33483","TMEM30A","SE",1,"Human (Fetal)"
"33484","TMEM44","SE",1,"Human (Fetal)"
"33485","TMEM50A","SE",2,"Human (Fetal)"
"33486","TMEM62","SE",1,"Human (Fetal)"
"33487","TMEM70","SE",1,"Human (Fetal)"
"33488","TMEM98","SE",1,"Human (Fetal)"
"33489","TMEM9B","SE",1,"Human (Fetal)"
"33490","TMTC4","SE",1,"Human (Fetal)"
"33491","TMX2","SE",1,"Human (Fetal)"
"33492","TNC","SE",1,"Human (Fetal)"
"33493","TNK2","SE",2,"Human (Fetal)"
"33494","TNPO1","SE",1,"Human (Fetal)"
"33495","TNPO3","SE",1,"Human (Fetal)"
"33496","TNRC18","SE",1,"Human (Fetal)"
"33497","TOM1L2","SE",1,"Human (Fetal)"
"33498","TOMM40L","SE",2,"Human (Fetal)"
"33499","TOP2B","SE",1,"Human (Fetal)"
"33500","TOR3A","SE",1,"Human (Fetal)"
"33501","TOX","SE",1,"Human (Fetal)"
"33502","TP53I11","SE",1,"Human (Fetal)"
"33503","TPD52","SE",1,"Human (Fetal)"
"33504","TPD52L2","SE",3,"Human (Fetal)"
"33505","TPGS2","SE",1,"Human (Fetal)"
"33506","TPM1","MX",1,"Human (Fetal)"
"33507","TPM3","MX",2,"Human (Fetal)"
"33508","TPM3","SE",5,"Human (Fetal)"
"33509","TPX2","SE",1,"Human (Fetal)"
"33510","TRA2B","SE",2,"Human (Fetal)"
"33511","TRAK2","SE",1,"Human (Fetal)"
"33512","TRAPPC6B","SE",1,"Human (Fetal)"
"33513","TRIB2","SE",1,"Human (Fetal)"
"33514","TRIM16L","SE",3,"Human (Fetal)"
"33515","TRIM37","SE",1,"Human (Fetal)"
"33516","TRIM44","SE",1,"Human (Fetal)"
"33517","TRIM46","SE",2,"Human (Fetal)"
"33518","TRIM68","SE",1,"Human (Fetal)"
"33519","TRIM74","SE",1,"Human (Fetal)"
"33520","TRMT1","SE",1,"Human (Fetal)"
"33521","TRMT11","SE",1,"Human (Fetal)"
"33522","TRMU","SE",1,"Human (Fetal)"
"33523","TRO","MX",1,"Human (Fetal)"
"33524","TRO","SE",6,"Human (Fetal)"
"33525","TSEN15","SE",1,"Human (Fetal)"
"33526","TSPAN14","SE",1,"Human (Fetal)"
"33527","TSPAN5","SE",1,"Human (Fetal)"
"33528","TSPAN6","SE",1,"Human (Fetal)"
"33529","TSTD2","SE",1,"Human (Fetal)"
"33530","TTC3","SE",4,"Human (Fetal)"
"33531","TTC38","SE",1,"Human (Fetal)"
"33532","TTI1","SE",1,"Human (Fetal)"
"33533","TTYH3","SE",2,"Human (Fetal)"
"33534","TUBA1C","MX",1,"Human (Fetal)"
"33535","TUBA1C","SE",4,"Human (Fetal)"
"33536","TUBA3FP","SE",1,"Human (Fetal)"
"33537","TUBE1","SE",1,"Human (Fetal)"
"33538","TULP3","SE",1,"Human (Fetal)"
"33539","TUSC2","SE",1,"Human (Fetal)"
"33540","TUSC3","SE",1,"Human (Fetal)"
"33541","TUT4","SE",1,"Human (Fetal)"
"33542","TVP23B","SE",1,"Human (Fetal)"
"33543","TVP23C-CDRT4","SE",1,"Human (Fetal)"
"33544","TWF1","SE",2,"Human (Fetal)"
"33545","TXNDC11","SE",2,"Human (Fetal)"
"33546","TXNRD1","SE",3,"Human (Fetal)"
"33547","TYW5","SE",1,"Human (Fetal)"
"33548","U2SURP","SE",1,"Human (Fetal)"
"33549","UAP1","SE",1,"Human (Fetal)"
"33550","UBA1","SE",1,"Human (Fetal)"
"33551","UBA2","SE",2,"Human (Fetal)"
"33552","UBA3","SE",2,"Human (Fetal)"
"33553","UBAP1","SE",2,"Human (Fetal)"
"33554","UBAP2","SE",1,"Human (Fetal)"
"33555","UBAP2L","SE",1,"Human (Fetal)"
"33556","UBE2A","SE",1,"Human (Fetal)"
"33557","UBE2D1","SE",1,"Human (Fetal)"
"33558","UBE2D2","SE",1,"Human (Fetal)"
"33559","UBE2G1","SE",1,"Human (Fetal)"
"33560","UBE2I","SE",1,"Human (Fetal)"
"33561","UBE2K","SE",1,"Human (Fetal)"
"33562","UBE2L3","SE",1,"Human (Fetal)"
"33563","UBE2Q2","SE",1,"Human (Fetal)"
"33564","UBE2V1","MX",1,"Human (Fetal)"
"33565","UBE2V1","SE",2,"Human (Fetal)"
"33566","UBE3A","SE",2,"Human (Fetal)"
"33567","UBOX5","SE",1,"Human (Fetal)"
"33568","UBQLN1","SE",1,"Human (Fetal)"
"33569","UBTF","SE",1,"Human (Fetal)"
"33570","UBXN2A","SE",1,"Human (Fetal)"
"33571","UCHL5","SE",1,"Human (Fetal)"
"33572","UGP2","SE",2,"Human (Fetal)"
"33573","UHRF1BP1L","SE",1,"Human (Fetal)"
"33574","UIMC1","SE",1,"Human (Fetal)"
"33575","ULK3","SE",2,"Human (Fetal)"
"33576","UNC119","SE",1,"Human (Fetal)"
"33577","UPF3A","SE",1,"Human (Fetal)"
"33578","UPRT","SE",1,"Human (Fetal)"
"33579","UQCC1","SE",1,"Human (Fetal)"
"33580","UROS","SE",1,"Human (Fetal)"
"33581","USP1","SE",1,"Human (Fetal)"
"33582","USP10","SE",3,"Human (Fetal)"
"33583","USP11","SE",1,"Human (Fetal)"
"33584","USP15","SE",1,"Human (Fetal)"
"33585","USP21","SE",1,"Human (Fetal)"
"33586","USP3","SE",2,"Human (Fetal)"
"33587","USP32","SE",1,"Human (Fetal)"
"33588","USP33","SE",1,"Human (Fetal)"
"33589","USP4","SE",2,"Human (Fetal)"
"33590","USP47","SE",1,"Human (Fetal)"
